"date","location","location_type","location_code","location_code_type","data_type","value"
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-01-30,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",93
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-01-31,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",109
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-01,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",115
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-02,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",136
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-03,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",156
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-04,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",169
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",175
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",183
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",192
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",192
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-09,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",204
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-10,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",215
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-11,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",223
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-12,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",234
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-13,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",240
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-14,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",245
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-15,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",246
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-16,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",248
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-17,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",255
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-18,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",263
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-19,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",268
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-20,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",272
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-21,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",273
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-22,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",273
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-23,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",302
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-24,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",NA
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",375
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",0
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",0
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-25,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_recovered",0
2020-02-25,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_death",0
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",479
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",1
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",1
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-26,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_tested",NA
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_confirmed",2
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","new_hosp",NA
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","current_hosp",0
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","current_icu",0
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","current_vent",0
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_recovered",NA
2020-02-26,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_death",0
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",1
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",0
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",0
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",0
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_recovered",0
2020-02-26,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_death",0
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_tested",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_confirmed",1
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","new_hosp",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_hosp",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_icu",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_vent",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_recovered",NA
2020-02-27,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_death",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_tested",3
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_confirmed",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","new_hosp",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_hosp",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_icu",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_vent",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_recovered",NA
2020-02-27,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_death",NA
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",630
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",1
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",1
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-02-27,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-02-27,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_tested",NA
2020-02-27,"GR","Canton of Switzerland","CH.GR","gn_a1_code","total_confirmed",2
